timestamp,symbol,side,grade,qty,entry,stop,target,risk_pct,risk_dollars,reason,order_id
2026-05-13T00:02:37.850998,AMD,long,B,80,458.6599,445.06,485.1399,1.00,1087.99,ORB long breakout (range=2.97% vol=1.9x trend_str=29.7%),bf388662-20b4-4ac5-999d-08f84831c6c8
2026-05-13T00:03:18.609235,MSFT,short,A,191,406.98,415.5,390.4,1.49,1627.32,ORB short breakdown (range=2.04% vol=2.2x trend_str=2.5%),6fbc96ca-2c74-4967-b570-7bc28b7d52a1
